./data/csv/KB/|134217728|597152|64.61330699920654
./data/csv/KB/|268435456|597152|76.3592221736908
./data/csv/KB/|528435456|597152|76.52465987205505
./data/csv/KB/|1048435456|597152|64.5079128742218
./data/csv/1MB/|134217728|597152|280.51598501205444
./data/csv/1MB/|268435456|597152|244.72170495986938
./data/csv/1MB/|528435456|597152|222.4573256969452
./data/csv/1MB/|1048435456|597152|241.53702092170715
./data/csv/11MB/|134217728|597152|553.0809857845306
./data/csv/11MB/|268435456|597152|472.69290804862976
./data/csv/11MB/|528435456|597152|469.8212671279907
./data/csv/11MB/|1048435456|597152|479.5497839450836
./data/csv/KB/|134217728|1097152|69.25379800796509
./data/csv/KB/|268435456|1097152|67.22798013687134
./data/csv/KB/|528435456|1097152|65.0463752746582
./data/csv/KB/|1048435456|1097152|73.91204524040222
./data/csv/1MB/|134217728|1097152|267.8372220993042
./data/csv/1MB/|268435456|1097152|235.4343159198761
./data/csv/1MB/|528435456|1097152|231.8860800266266
./data/csv/1MB/|1048435456|1097152|246.42302203178406
./data/csv/11MB/|134217728|1097152|467.39963698387146
./data/csv/11MB/|268435456|1097152|508.97843194007874
./data/csv/11MB/|528435456|1097152|561.913724899292
./data/csv/11MB/|1048435456|1097152|473.66319012641907
./data/csv/KB/|134217728|2097152|67.24568915367126
./data/csv/KB/|268435456|2097152|68.72642517089844
./data/csv/KB/|528435456|2097152|63.79189610481262
./data/csv/KB/|1048435456|2097152|67.5691499710083
./data/csv/1MB/|134217728|2097152|241.10018014907837
./data/csv/1MB/|268435456|2097152|240.85288500785828
./data/csv/1MB/|528435456|2097152|249.02060079574585
./data/csv/1MB/|1048435456|2097152|269.11614084243774
./data/csv/11MB/|134217728|2097152|527.7672681808472
./data/csv/11MB/|268435456|2097152|473.51388216018677
./data/csv/11MB/|528435456|2097152|591.8153920173645
./data/csv/11MB/|1048435456|2097152|504.72471499443054
./data/csv/KB/|134217728|4194304|75.18466305732727
./data/csv/KB/|268435456|4194304|69.29195189476013
./data/csv/KB/|528435456|4194304|68.31666827201843
./data/csv/KB/|1048435456|4194304|65.8947958946228
./data/csv/1MB/|134217728|4194304|251.96975207328796
./data/csv/1MB/|268435456|4194304|230.62737274169922
./data/csv/1MB/|528435456|4194304|268.6017940044403
./data/csv/1MB/|1048435456|4194304|263.44545102119446
./data/csv/11MB/|134217728|4194304|457.62684893608093
./data/csv/11MB/|268435456|4194304|483.26932525634766
./data/csv/11MB/|528435456|4194304|466.7088589668274
./data/csv/11MB/|1048435456|4194304|500.42933225631714
./data/csv/KB/|134217728|8388608|87.56517672538757
./data/csv/KB/|268435456|8388608|79.46896600723267
./data/csv/KB/|528435456|8388608|72.95410585403442
./data/csv/KB/|1048435456|8388608|71.68261003494263
./data/csv/1MB/|134217728|8388608|274.85935282707214
./data/csv/1MB/|268435456|8388608|264.1434760093689
./data/csv/1MB/|528435456|8388608|261.33725905418396
./data/csv/1MB/|1048435456|8388608|253.67088913917542
./data/csv/11MB/|134217728|8388608|493.57020902633667
./data/csv/11MB/|268435456|8388608|482.20444202423096
./data/csv/11MB/|528435456|8388608|499.18042969703674
./data/csv/11MB/|1048435456|8388608|512.3854660987854
